sku;attribute_set_code;product_type;product_websites;name;meta_title;meta_description;description;short_description;categories;image;small_image;thumbnail;ed_brand;ed_type;ed_model;ed_essentials;price;length;width;height;diameter;weight;qty;min_sale_qty;ed_fmat;ed_fheig;ed_color;discount_percentage;config_size
144622;Default;Simple;base;Tusca pot round matt 3 assorted pdq - h17,5xd13,5cm;Tusca pot round matt 3 assorted pdq - h17,5xd13,5cm;Tusca pot round matt 3 assorted pdq - h17,5xd13,5cm;Tusca pot round matt 3 assorted pdq - h17,5xd13,5cm;Tusca pot round matt 3 assorted pdq - h17,5xd13,5cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots displays & mixpallets;/14462201.jpg;/14462201.jpg;/14462201.jpg;Mica Decorations;pdq;Tusca;Yes;0;NULL;NULL;17.5;13.5;0;3780;140;ceramic;15 - 20 cm;white;0;H17.5.D13.5.
144627;Default;Simple;base;Tusca orchid pot round 5 assorted pdq - h17,5xd13,5cm;Tusca orchid pot round 5 assorted pdq - h17,5xd13,5cm;Tusca orchid pot round 5 assorted pdq - h17,5xd13,5cm;Tusca orchid pot round 5 assorted pdq - h17,5xd13,5cm;Tusca orchid pot round 5 assorted pdq - h17,5xd13,5cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots displays & mixpallets;/14462701.jpg;/14462701.jpg;/14462701.jpg;Mica Decorations;pdq;Tusca;Yes;0;NULL;NULL;17.5;13.5;0;4060;140;ceramic;15 - 20 cm;pink;0;H17.5.D13.5.
144992;Default;Simple;base;Stan wall pot grey basalt 3 pieces pdq - h15,5xd17,5cm;Stan wall pot grey basalt 3 pieces pdq - h15,5xd17,5cm;Stan wall pot grey basalt 3 pieces pdq - h15,5xd17,5cm;Stan wall pot grey basalt 3 pieces pdq - h15,5xd17,5cm;Stan wall pot grey basalt 3 pieces pdq - h15,5xd17,5cm;Shop/Pottery & glassware/Outdoor pottery/Outdoor pots displays & mixpallets;/14499201.jpg;/14499201.jpg;/14499201.jpg;Mica Decorations;wall pot;Stan;No;0;NULL;NULL;15.5;17.5;0;625;25;terracotta;15 - 20 cm;grey;0;H15.5.D17.5.
1003737;Default;Simple;base;Sil ring hanging glass transparent - h13xd30cm;Sil ring hanging glass transparent - h13xd30cm;Sil ring hanging glass transparent - h13xd30cm;Sil ring hanging glass transparent - h13xd30cm;Sil ring hanging glass transparent - h13xd30cm;Shop/Pottery & glassware/Glassware/Glassware others;/100373701.jpg;/100373701.jpg;/100373701.jpg;Mica Decorations;to be determined;Sil;Yes;0;NULL;NULL;13;30;0;56;4;glass;12,5 - 15 cm;transparent;0;H13.D30.
1020182;Default;Simple;base;Basket black set of 4 - h30xd30cm;Basket black set of 4 - h30xd30cm;Basket black set of 4 - h30xd30cm;Basket black set of 4 - h30xd30cm;Basket black set of 4 - h30xd30cm;Shop/Home accessories/Organization/Storageboxes;/102018201.jpg;/102018201.jpg;/102018201.jpg;Mica Decorations;to be determined;Miscellaneous;No;0;NULL;NULL;30;30;0;0;4;straw;25 - 35 cm;black;0;H30.D30.
1023541;Default;Simple;base;Brazil lamp hanging copper antique - h120xd25cm;Brazil lamp hanging copper antique - h120xd25cm;Brazil lamp hanging copper antique - h120xd25cm;Brazil lamp hanging copper antique - h120xd25cm;Brazil lamp hanging copper antique - h120xd25cm;Shop/Home accessories/Lamps & lighting/Ceiling lamps;/102354101.jpg;/102354101.jpg;/102354101.jpg;Mica Decorations;Hanging lamp;Brazil;No;0;NULL;NULL;120;25;0;0;1;glass;90 - 130 cm;copper;0;H120.D25.
1039706;Default;Simple;base;Faros hurricane light brown - h30xd19,5cm;Faros hurricane light brown - h30xd19,5cm;Faros hurricane light brown - h30xd19,5cm;Faros hurricane light brown - h30xd19,5cm;Faros hurricane light brown - h30xd19,5cm;Shop/Home accessories/Room accents/Lanterns & hurricane lights;/103970601.jpg;/103970601.jpg;/103970601.jpg;Mica Decorations;to be determined;Faros;No;0;NULL;NULL;30;19.5;0;40;8;bamboo;25 - 35 cm;brown;0;H30.D19.5.
1041314;Default;Simple;base;Resa pot hanging green - h11,5xd13,5cm;Resa pot hanging green - h11,5xd13,5cm;Resa pot hanging green - h11,5xd13,5cm;Resa pot hanging green - h11,5xd13,5cm;Resa pot hanging green - h11,5xd13,5cm;Shop/Pottery & glassware/Indoor pottery/Indoor hanging pots;/104131401.jpg;/104131401.jpg;/104131401.jpg;Mica Decorations;hanging pot;Resa;No;0;NULL;NULL;11.5;13.5;0;8;8;ceramic;10 - 12,5 cm;green;0;H11.5.D13.5.
1051417;Default;Simple;base;Lennart hanging lamp l. grey - h95xd64cm;Lennart hanging lamp l. grey - h95xd64cm;Lennart hanging lamp l. grey - h95xd64cm;Lennart hanging lamp l. grey - h95xd64cm;Lennart hanging lamp l. grey - h95xd64cm;Shop/Home accessories/Lamps & lighting/Ceiling lamps;/105141701.jpg;/105141701.jpg;/105141701.jpg;Mica Decorations;Hanging lamp;Lennart;No;0;NULL;NULL;95;64;0;0;2;iron;90 - 130 cm;l.grey;0;H95.D64.
1046897;Default;Simple;base;Holly plate bamboo white - h2xd30cm;Holly plate bamboo white - h2xd30cm;Holly plate bamboo white - h2xd30cm;Holly plate bamboo white - h2xd30cm;Holly plate bamboo white - h2xd30cm;Shop/Home accessories/Tableware/Plates;/104689701.jpg;/104689701.jpg;/104689701.jpg;Mica Decorations;to be determined;Holly;No;0;NULL;NULL;2;30;0;0;6;bamboo;<10 cm;white;0;H2.D30.
1047313;Default;Simple;base;Chantel lantern fuchsia - h32xd21,5cm;Chantel lantern fuchsia - h32xd21,5cm;Chantel lantern fuchsia - h32xd21,5cm;Chantel lantern fuchsia - h32xd21,5cm;Chantel lantern fuchsia - h32xd21,5cm;Shop/Home accessories/Room accents/Lanterns & hurricane lights;/104731301.jpg;/104731301.jpg;/104731301.jpg;Mica Decorations;to be determined;Chantel;No;0;NULL;NULL;32;21.5;0;0;2;ceramic;25 - 35 cm;fuchsia;0;H32.D21.5.
1047314;Default;Simple;base;Chantel lantern d. green - h20xd16,5cm;Chantel lantern d. green - h20xd16,5cm;Chantel lantern d. green - h20xd16,5cm;Chantel lantern d. green - h20xd16,5cm;Chantel lantern d. green - h20xd16,5cm;Shop/Home accessories/Room accents/Lanterns & hurricane lights;/104731401.jpg;/104731401.jpg;/104731401.jpg;Mica Decorations;to be determined;Chantel;No;0;NULL;NULL;20;16.5;0;0;8;ceramic;20 - 25 cm;d.green;0;H20.D16.5.
1041764;Default;Simple;base;Stan pot round terra pdq - h17xd20cm;Stan pot round terra pdq - h17xd20cm;Stan pot round terra pdq - h17xd20cm;Stan pot round terra pdq - h17xd20cm;Stan pot round terra pdq - h17xd20cm;Shop/Pottery & glassware/Outdoor pottery/Outdoor pots displays & mixpallets;/104176401.jpg;/104176401.jpg;/104176401.jpg;Mica Decorations;pot;Stan;No;0;NULL;NULL;17;20;0;0;152;terracotta;15 - 20 cm;terra;0;H17.D20.
1044184;Default;Simple;base;Stian hanging lamp off white - h32xd20cm;Stian hanging lamp off white - h32xd20cm;Stian hanging lamp off white - h32xd20cm;Stian hanging lamp off white - h32xd20cm;Stian hanging lamp off white - h32xd20cm;Shop/Home accessories/Lamps & lighting/Ceiling lamps;/104418401.jpg;/104418401.jpg;/104418401.jpg;Mica Decorations;Hanging lamp;Stian;No;0;NULL;NULL;32;20;0;0;2;iron;25 - 35 cm;off white;0;H32.D20.
242360;Default;Simple;base;Stan hanging pot round terra 2 pcs - h17,5xd20cm;Stan hanging pot round terra 2 pcs - h17,5xd20cm;Stan hanging pot round terra 2 pcs - h17,5xd20cm;Stan hanging pot round terra 2 pcs - h17,5xd20cm;Stan hanging pot round terra 2 pcs - h17,5xd20cm;Shop/Pottery & glassware/Outdoor pottery/Outdoor hanging pots;/24236001.jpg;/24236001.jpg;/24236001.jpg;Mica Decorations;hanging pot;Stan;No;0;NULL;NULL;17.5;20;0;0;48;terracotta;15 - 20 cm;terra;0;H17.5.D20.
114590;Default;Simple;base;A2 POT PDQ ORCHID H15.5D13.5 SILVER;A2 POT PDQ ORCHID H15.5D13.5 SILVER;A2 POT PDQ ORCHID H15.5D13.5 SILVER;A2 POT PDQ ORCHID H15.5D13.5 SILVER;A2 POT PDQ ORCHID H15.5D13.5 SILVER;Shop/Pottery & glassware/Indoor pottery/Indoor pots displays & mixpallets;/11459001.jpg;/11459001.jpg;/11459001.jpg;Mica Decorations;pot;Orchid;No;0;NULL;NULL;15.5;13.5;0;0;120;ceramic;15 - 20 cm;silver;0;H15.5.D13.5.
119465;Default;Simple;base;Nyla pot round grey beige 4 assorted pdq - h26xd28cm;Nyla pot round grey beige 4 assorted pdq - h26xd28cm;Nyla pot round grey beige 4 assorted pdq - h26xd28cm;Nyla pot round grey beige 4 assorted pdq - h26xd28cm;Nyla pot round grey beige 4 assorted pdq - h26xd28cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots displays & mixpallets;/11946501.jpg;/11946501.jpg;/11946501.jpg;Mica Decorations;pdq;Nyla;No;0;NULL;NULL;26;28;0;550;55;ceramic;25 - 35 cm;grey;0;H26.D28.
137636;Default;Simple;base;HURRICANE LIGHT HANGING YULA H12.5 D12 BROWN;HURRICANE LIGHT HANGING YULA H12.5 D12 BROWN;HURRICANE LIGHT HANGING YULA H12.5 D12 BROWN;YULA HANGING HURRICANE LIGHT;YULA HANGING HURRICANE LIGHT;Shop/Home accessories/Room accents/Lanterns & hurricane lights;/13763601.jpg;/13763601.jpg;/13763601.jpg;Mica Decorations;to be determined;Yula;No;0;NULL;NULL;12.5;12;0;612;12;glass;12,5 - 15 cm;brown;0;H12.5.D12.
144990;Default;Simple;base;Stan wall pot grey basalt 3 pieces pdq - h13,5xd15,5cm;Stan wall pot grey basalt 3 pieces pdq - h13,5xd15,5cm;Stan wall pot grey basalt 3 pieces pdq - h13,5xd15,5cm;Stan wall pot grey basalt 3 pieces pdq - h13,5xd15,5cm;Stan wall pot grey basalt 3 pieces pdq - h13,5xd15,5cm;Shop/Pottery & glassware/Outdoor pottery/Outdoor pots displays & mixpallets;/14499001.jpg;/14499001.jpg;/14499001.jpg;Mica Decorations;wall pot;Stan;No;0;NULL;NULL;13.5;15.5;0;624;48;terracotta;12,5 - 15 cm;grey;0;H13.5.D15.5.
146087;Default;Simple;base;Tigo bowl transparent in giftbox - h13xd26cm;Tigo bowl transparent in giftbox - h13xd26cm;Tigo bowl transparent in giftbox - h13xd26cm;Tigo bowl transparent in giftbox - h13xd26cm;Tigo bowl transparent in giftbox - h13xd26cm;Shop/Pottery & glassware/Glassware/Glassware others;/14608701.jpg;/14608701.jpg;/14608701.jpg;Mica Decorations;bowl;Tigo;Yes;0;NULL;NULL;13;26;0;384;6;glass;12,5 - 15 cm;transparent;0;H13.D26.
224648;Default;Simple;base;Devon hurricane light transparent copper - h20xd17,5cm;Devon hurricane light transparent copper - h20xd17,5cm;Devon hurricane light transparent copper - h20xd17,5cm;Devon hurricane light transparent copper - h20xd17,5cm;Devon hurricane light transparent copper - h20xd17,5cm;Shop/Home accessories/Room accents/Lanterns & hurricane lights;/22464801.jpg;/22464801.jpg;/22464801.jpg;Mica Decorations;hurricane light;Devon;Yes;0;NULL;NULL;20;17.5;0;30;6;glass;20 - 25 cm;copper;0;H20.D17.5.
224662;Default;Simple;base;Devon hurricane light transparent crackle - h15xd13,5cm;Devon hurricane light transparent crackle - h15xd13,5cm;Devon hurricane light transparent crackle - h15xd13,5cm;Devon hurricane light transparent crackle - h15xd13,5cm;Devon hurricane light transparent crackle - h15xd13,5cm;Shop/Home accessories/Room accents/Lanterns & hurricane lights;/22466201.jpg;/22466201.jpg;/22466201.jpg;Mica Decorations;hurricane light;Devon;Yes;0;NULL;NULL;15;13.5;0;1084;12;glass;15 - 20 cm;transparent;0;H15.D13.5.
119466;Default;Simple;base;Nyla pot round grey beige 4 assorted pdq - h32xd37cm;Nyla pot round grey beige 4 assorted pdq - h32xd37cm;Nyla pot round grey beige 4 assorted pdq - h32xd37cm;Nyla pot round grey beige 4 assorted pdq - h32xd37cm;Nyla pot round grey beige 4 assorted pdq - h32xd37cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots displays & mixpallets;/11946601.jpg;/11946601.jpg;/11946601.jpg;Mica Decorations;pdq;Nyla;No;0;NULL;NULL;32;37;0;0;24;ceramic;25 - 35 cm;grey;0;H32.D37.
1049413;Default;Simple;base;Hurricane light green - h34xd27cm;Hurricane light green - h34xd27cm;Hurricane light green - h34xd27cm;Hurricane light green - h34xd27cm;Hurricane light green - h34xd27cm;Shop/Home accessories/Room accents/Lanterns & hurricane lights;/104941301.jpg;/104941301.jpg;/104941301.jpg;Mica Decorations;to be determined;;No;0;NULL;NULL;34;27;0;0;8;willow;25 - 35 cm;green;0;H34.D27.
1049418;Default;Simple;base;Octave hurricane light black - h48xd40cm;Octave hurricane light black - h48xd40cm;Octave hurricane light black - h48xd40cm;Octave hurricane light black - h48xd40cm;Octave hurricane light black - h48xd40cm;Shop/Home accessories/Room accents/Lanterns & hurricane lights;/104941801.jpg;/104941801.jpg;/104941801.jpg;Mica Decorations;to be determined;Octave;No;0;NULL;NULL;48;40;0;0;2;wood;35 - 60 cm;black;0;H48.D40.
1047344;Default;Simple;base;Roche pot round silver gold 4 assorted pdq - h14xd13cm;Roche pot round silver gold 4 assorted pdq - h14xd13cm;Roche pot round silver gold 4 assorted pdq - h14xd13cm;Roche pot round silver gold 4 assorted pdq - h14xd13cm;Roche pot round silver gold 4 assorted pdq - h14xd13cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots displays & mixpallets;/104734401.jpg;/104734401.jpg;/104734401.jpg;Mica Decorations;pot;Roche;No;0;NULL;NULL;14;13;0;0;140;ceramic;12,5 - 15 cm;gold;0;H14.D13.
1047480;Default;Simple;base;Bob pot round 4 assorted pdq - h13xd14cm;Bob pot round 4 assorted pdq - h13xd14cm;Bob pot round 4 assorted pdq - h13xd14cm;Bob pot round 4 assorted pdq - h13xd14cm;Bob pot round 4 assorted pdq - h13xd14cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots displays & mixpallets;/104748001.jpg;/104748001.jpg;/104748001.jpg;Mica Decorations;pot;Bob;No;0;NULL;NULL;13;14;0;0;140;ceramic;12,5 - 15 cm;bronze;0;H13.D14.
1048247;Default;Simple;base;Mia pan coaster pink - d15cm;Mia pan coaster pink - d15cm;Mia pan coaster pink - d15cm;Mia pan coaster pink - d15cm;Mia pan coaster pink - d15cm;Shop/Home accessories/Tableware/Tableware accessoires;/104824701.jpg;/104824701.jpg;/104824701.jpg;Mica Decorations;to be determined;Mia;No;0;NULL;NULL;1;15;0;0;12;cork;<10 cm;pink;0;H1.D15.
1041745;Default;Simple;base;Lidy pot round 4 assorted pdq - h27xd32cm;Lidy pot round 4 assorted pdq - h27xd32cm;Lidy pot round 4 assorted pdq - h27xd32cm;Lidy pot round 4 assorted pdq - h27xd32cm;Lidy pot round 4 assorted pdq - h27xd32cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots displays & mixpallets;/104174501.jpg;/104174501.jpg;/104174501.jpg;Mica Decorations;pot;Lidy;No;0;NULL;NULL;27;32;0;0;48;ceramic;25 - 35 cm;white;0;H27.D32.
1041774;Default;Simple;base;Stan pot round terra antique pdq - h17xd20cm;Stan pot round terra antique pdq - h17xd20cm;Stan pot round terra antique pdq - h17xd20cm;Stan pot round terra antique pdq - h17xd20cm;Stan pot round terra antique pdq - h17xd20cm;Shop/Pottery & glassware/Outdoor pottery/Outdoor pots displays & mixpallets;/104177401.jpg;/104177401.jpg;/104177401.jpg;Mica Decorations;pot;Stan;No;0;NULL;NULL;17;20;0;0;152;terracotta;15 - 20 cm;antique;0;H17.D20.
1042525;Default;Simple;base;Jille pot round terra rust set of 2 mixpallet - h60xd37cm;Jille pot round terra rust set of 2 mixpallet - h60xd37cm;Jille pot round terra rust set of 2 mixpallet - h60xd37cm;Jille pot round terra rust set of 2 mixpallet - h60xd37cm;Jille pot round terra rust set of 2 mixpallet - h60xd37cm;Shop/Pottery & glassware/Outdoor pottery/Outdoor pots displays & mixpallets;/104252501.jpg;/104252501.jpg;/104252501.jpg;Mica Decorations;pot;Jille;No;0;NULL;NULL;60;37;0;0;1;sand-cement;60 - 90 cm;rust;0;H60.D37.
1037785;Default;Simple;base;Gianni pot round 4 assorted pdq - h26xd28cm;Gianni pot round 4 assorted pdq - h26xd28cm;Gianni pot round 4 assorted pdq - h26xd28cm;Gianni pot round 4 assorted pdq - h26xd28cm;Gianni pot round 4 assorted pdq - h26xd28cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots displays & mixpallets;/103778501.jpg;/103778501.jpg;/103778501.jpg;Mica Decorations;pot;Gianni;No;0;NULL;NULL;26;28;0;0;55;ceramic;25 - 35 cm;brown;0;H26.D28.
1038069;Default;Simple;base;Desire hurricane light anthracite - h17xd9cm;Desire hurricane light anthracite - h17xd9cm;Desire hurricane light anthracite - h17xd9cm;Desire hurricane light anthracite - h17xd9cm;Desire hurricane light anthracite - h17xd9cm;Shop/Home accessories/Room accents/Lanterns & hurricane lights;/103806901.jpg;/103806901.jpg;/103806901.jpg;Mica Decorations;to be determined;Desire;No;0;NULL;NULL;17;9;0;0;12;glass;15 - 20 cm;anthracite;0;H17.D9.
1044023;Default;Simple;base;Lantern green - h33xd20,5cm;Lantern green - h33xd20,5cm;Lantern green - h33xd20,5cm;Lantern green - h33xd20,5cm;Lantern green - h33xd20,5cm;Shop/Home accessories/Room accents/Lanterns & hurricane lights;/104402301.jpg;/104402301.jpg;/104402301.jpg;Mica Decorations;to be determined;Metal Series;No;0;NULL;NULL;33;20.5;0;126;2;iron;25 - 35 cm;green;0;H33.D20.5.
147535;Default;Simple;base;Fedde cover round transparent in giftbox - h36xd23,5cm;Fedde cover round transparent in giftbox - h36xd23,5cm;Fedde cover round transparent in giftbox - h36xd23,5cm;Fedde cover round transparent in giftbox - h36xd23,5cm;Fedde cover round transparent in giftbox - h36xd23,5cm;Shop/Pottery & glassware/Glassware/Glassware others;/14753501.jpg;/14753501.jpg;/14753501.jpg;Mica Decorations;cover glass;Fedde;Yes;0;NULL;NULL;36;23.5;0;1542;4;glass;35 - 60 cm;transparent;0;H36.D23.5.
242483;Default;Simple;base;Stan pot round terra 10 pcs - h3,5xd3cm;Stan pot round terra 10 pcs - h3,5xd3cm;Stan pot round terra 10 pcs - h3,5xd3cm;Stan pot round terra 10 pcs - h3,5xd3cm;Stan pot round terra 10 pcs - h3,5xd3cm;Shop/Pottery & glassware/Outdoor pottery/Outdoor pots displays & mixpallets;/24248301.jpg;/24248301.jpg;/24248301.jpg;Mica Decorations;pot;Stan;Yes;0;NULL;NULL;3.5;3.1;0;3120;40;terracotta;<10 cm;terra;0;H3.5.D3.1.
1051043;Default;Simple;base;Sandro hanging lamp copper E27 - l1430xh34xd19,5cm;Sandro hanging lamp copper E27 - l1430xh34xd19,5cm;Sandro hanging lamp copper E27 - l1430xh34xd19,5cm;Sandro hanging lamp copper E27 - l1430xh34xd19,5cm;Sandro hanging lamp copper E27 - l1430xh34xd19,5cm;Shop/Home accessories/Lamps & lighting/Ceiling lamps;/105104301.jpg;/105104301.jpg;/105104301.jpg;Mica Decorations;Hanging lamp;Sandro;No;0;1430;NULL;34;19.5;0;0;2;metal;25 - 35 cm;copper;0;L1430.H34.D19.5.
1051222;Default;Simple;base;Fresco cover glass - h34,5xd23cm;Fresco cover glass - h34,5xd23cm;Fresco cover glass - h34,5xd23cm;Fresco cover glass - h34,5xd23cm;Fresco cover glass - h34,5xd23cm;Shop/Pottery & glassware/Glassware/Glassware others;/105122201.jpg;/105122201.jpg;/105122201.jpg;Mica Decorations;cover glass;Fresco;No;0;NULL;NULL;34.5;23;0;0;4;glass;25 - 35 cm;transparent;0;H34.5.D23.
122680;Default;Simple;base;POT H13D13 BLACK;POT H13D13 BLACK;POT H13D13 BLACK;POT H13D13 BLACK;POT H13D13 BLACK;Shop/Pottery & glassware/Glassware/Glassware others;/12268001.jpg;/12268001.jpg;/12268001.jpg;Christmas House;to be determined;Christmas gift;No;0;NULL;NULL;13;13;0;450;18;glass;12,5 - 15 cm;black;0;H13.D13.
1037790;Default;Simple;base;Gianni pot round 5 assorted pdq - h13xd14cm;Gianni pot round 5 assorted pdq - h13xd14cm;Gianni pot round 5 assorted pdq - h13xd14cm;Gianni pot round 5 assorted pdq - h13xd14cm;Gianni pot round 5 assorted pdq - h13xd14cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots displays & mixpallets;/103779001.jpg;/103779001.jpg;/103779001.jpg;Mica Decorations;pot;Gianni;Yes;0;NULL;NULL;13;14;0;2100;140;ceramic;12,5 - 15 cm;grey;0;H13.D14.
1038064;Default;Simple;base;Desire hurricane light l. pink - h16xd9,5cm;Desire hurricane light l. pink - h16xd9,5cm;Desire hurricane light l. pink - h16xd9,5cm;Desire hurricane light l. pink - h16xd9,5cm;Desire hurricane light l. pink - h16xd9,5cm;Shop/Home accessories/Room accents/Lanterns & hurricane lights;/103806401.jpg;/103806401.jpg;/103806401.jpg;Mica Decorations;to be determined;Desire;No;0;NULL;NULL;16;9.5;0;0;12;glass;15 - 20 cm;l.pink;0;H16.D9.5.
1041675;Default;Simple;base;Tusca pot round 4 assorted pdq - h7xd8cm;Tusca pot round 4 assorted pdq - h7xd8cm;Tusca pot round 4 assorted pdq - h7xd8cm;Tusca pot round 4 assorted pdq - h7xd8cm;Tusca pot round 4 assorted pdq - h7xd8cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots displays & mixpallets;/104167501.jpg;/104167501.jpg;/104167501.jpg;Mica Decorations;pot;Tusca;Yes;0;NULL;NULL;7;8;0;3738;42;ceramic;<10 cm;taupe;0;H7.D8.
1041689;Default;Simple;base;Alain pot orchid 4 assorted pdq - h17xd13,5cm;Alain pot orchid 4 assorted pdq - h17xd13,5cm;Alain pot orchid 4 assorted pdq - h17xd13,5cm;Alain pot orchid 4 assorted pdq - h17xd13,5cm;Alain pot orchid 4 assorted pdq - h17xd13,5cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots displays & mixpallets;/104168901.jpg;/104168901.jpg;/104168901.jpg;Mica Decorations;pot;Alain;Yes;0;NULL;NULL;17;13.5;0;2240;140;ceramic;15 - 20 cm;taupe;0;H17.D13.5.
1041776;Default;Simple;base;Stan pot round terra antique pdq - h21xd24cm;Stan pot round terra antique pdq - h21xd24cm;Stan pot round terra antique pdq - h21xd24cm;Stan pot round terra antique pdq - h21xd24cm;Stan pot round terra antique pdq - h21xd24cm;Shop/Pottery & glassware/Outdoor pottery/Outdoor pots displays & mixpallets;/104177601.jpg;/104177601.jpg;/104177601.jpg;Mica Decorations;pot;Stan;No;0;NULL;NULL;21;24;0;0;182;terracotta;20 - 25 cm;antique;0;H21.D24.
1041777;Default;Simple;base;Stan pot round terra antique pdq - h22xd26cm;Stan pot round terra antique pdq - h22xd26cm;Stan pot round terra antique pdq - h22xd26cm;Stan pot round terra antique pdq - h22xd26cm;Stan pot round terra antique pdq - h22xd26cm;Shop/Pottery & glassware/Outdoor pottery/Outdoor pots displays & mixpallets;/104177701.jpg;/104177701.jpg;/104177701.jpg;Mica Decorations;pot;Stan;No;0;NULL;NULL;22;26;0;0;143;terracotta;20 - 25 cm;antique;0;H22.D26.
